price,carat,table,depth,y,z,cut,color,clarity,x
15984,2.0,61.0,60.1,8.1,4.88,1,5,6,8.13
773,0.42,58.0,62.3,4.81,2.98,3,2,6,4.76
6852,1.09,55.9,62.7,6.58,4.11,2,2,7,6.52
784,0.41,54.0,63.6,4.7,3.0,6,4,7,4.74
394,0.3,60.0,63.3,4.25,2.68,6,7,4,4.22
935,0.41,55.0,62.5,4.77,2.97,2,2,5,4.74
2121,0.7,56.0,66.0,5.56,3.68,5,3,6,5.59
3597,1.01,58.0,68.7,6.0,4.19,5,6,5,6.14
1827,0.87,57.0,61.5,6.04,3.73,2,4,8,6.09
631,0.33,56.0,60.7,4.43,2.7,1,1,7,4.46
2211,0.63,58.0,63.1,5.44,3.45,3,1,6,5.49
2986,0.84,56.0,62.0,6.05,3.74,2,4,7,6.02
2481,0.61,56.0,60.9,5.51,3.35,3,1,4,5.49
1610,0.5,59.0,61.1,5.04,3.09,1,1,6,5.08
4270,1.01,57.0,63.3,6.31,4.02,3,2,7,6.39
736,0.4,59.0,61.5,4.75,2.91,2,6,4,4.72
930,0.52,54.0,62.0,5.18,3.2,2,7,6,5.15
1871,0.62,58.0,63.1,5.44,3.42,3,6,2,5.4
1852,0.54,56.0,60.8,5.31,3.22,2,4,3,5.28
2022,0.55,56.0,62.5,5.25,3.27,2,4,3,5.22
6318,1.26,58.0,61.9,6.92,4.3,3,6,6,6.97
13248,2.17,58.0,62.3,8.25,5.15,1,5,6,8.29
2943,0.73,56.0,61.4,5.78,3.56,2,1,6,5.82
1978,0.56,57.0,61.0,5.34,3.25,2,2,4,5.32
1707,0.54,58.0,61.2,5.28,3.21,3,2,5,5.21
4115,0.91,67.0,56.5,6.4,3.61,5,5,2,6.38
1643,0.59,57.0,64.9,5.25,3.39,6,3,5,5.2
968,0.43,56.0,62.7,4.8,3.02,1,4,6,4.83
737,0.4,59.0,62.8,4.69,2.93,3,2,6,4.64
4666,1.01,59.0,59.5,6.58,3.9,3,2,7,6.54
6666,1.2,59.0,62.8,6.7,4.22,1,5,5,6.75
1781,0.51,57.0,59.7,5.2,3.12,2,4,4,5.25
5000,1.24,58.0,62.1,6.84,4.26,1,6,7,6.88
3941,1.0,55.0,64.0,6.26,4.02,6,4,7,6.3
15797,1.7,58.0,59.0,7.85,4.62,1,4,5,7.8
2473,0.7,58.0,60.8,5.66,3.48,1,1,6,5.79
2304,0.8,61.0,59.1,5.99,3.55,1,2,7,6.03
2066,0.56,55.0,61.4,5.33,3.28,2,1,5,5.35
1152,0.53,60.0,61.7,5.21,3.2,3,5,6,5.17
4464,0.91,58.0,64.1,6.06,3.9,6,4,3,6.1
3884,0.8,55.0,62.4,5.88,3.68,2,3,4,5.92
4725,1.1,61.0,61.2,6.61,4.01,1,6,6,6.66
1681,1.0,58.0,58.3,6.51,3.82,1,7,8,6.61
407,0.3,56.0,62.7,4.28,2.68,3,6,5,4.27
4899,1.01,61.0,59.7,6.55,3.89,3,3,6,6.49
773,0.32,58.0,62.2,4.33,2.71,1,5,3,4.38
5561,1.07,56.0,63.4,6.52,4.13,6,3,6,6.51
982,0.31,56.0,62.0,4.34,2.7,2,1,3,4.37
730,0.32,56.0,61.2,4.42,2.7,2,4,3,4.41
5969,1.35,57.0,61.4,7.1,4.37,2,7,5,7.13
710,0.3,55.0,61.8,4.36,2.68,2,1,5,4.32
5330,1.03,57.0,62.0,6.44,4.0,2,2,6,6.47
737,0.3,58.0,61.5,4.31,2.64,1,3,3,4.29
7946,1.23,54.0,62.1,6.89,4.27,2,5,4,6.87
7453,1.54,59.0,61.2,7.45,4.55,3,7,6,7.41
752,0.33,58.0,61.0,4.48,2.72,1,4,3,4.44
5534,1.01,56.0,60.8,6.51,3.95,2,2,6,6.48
4229,0.93,56.0,62.8,6.19,3.9,2,2,6,6.24
3746,0.9,60.0,60.4,6.28,3.78,3,7,2,6.23
969,0.41,59.0,59.8,4.82,2.89,1,3,6,4.85
1334,0.51,66.0,61.0,5.04,3.1,5,3,5,5.12
8555,1.0,55.0,62.9,6.36,3.98,3,3,3,6.29
2505,0.72,55.0,60.3,5.85,3.52,3,5,6,5.84
3627,0.9,58.0,64.5,5.96,3.86,6,5,7,6.0
816,0.31,56.0,61.2,4.38,2.67,2,4,2,4.34
3922,0.74,55.0,61.7,5.83,3.59,2,4,3,5.8
7848,1.54,56.0,60.7,7.46,4.54,2,6,5,7.51
1607,0.53,57.0,62.5,5.18,3.23,2,2,5,5.16
1654,0.5,56.0,61.9,5.08,3.16,1,3,5,5.13
1769,0.66,57.2,61.3,5.66,3.45,3,2,7,5.59
8224,1.5,56.0,61.3,7.28,4.49,2,5,3,7.37
5559,1.01,59.0,62.8,6.38,3.99,3,5,5,6.33
462,0.31,54.0,63.1,4.38,2.75,6,1,7,4.33
4325,1.03,57.0,61.1,6.52,3.97,2,5,7,6.48
526,0.3,59.0,63.0,4.27,2.67,3,5,4,4.21
4937,1.24,57.0,60.7,6.92,4.22,2,6,7,6.98
5407,1.49,59.0,64.3,7.1,4.6,6,6,7,7.2
16879,1.76,58.0,61.5,7.74,4.77,1,4,5,7.78
5039,1.23,62.0,62.5,6.78,4.27,1,4,6,6.87
3556,0.83,54.0,62.5,6.02,3.78,1,1,6,6.08
2184,0.7,56.0,61.2,5.74,3.5,2,5,6,5.69
709,0.3,60.0,60.5,4.32,2.62,1,6,2,4.34
4890,1.01,59.0,59.8,6.43,3.83,3,3,6,6.39
4709,1.11,57.0,61.9,6.67,4.11,2,6,6,6.62
5438,1.11,61.0,59.7,6.69,4.0,6,4,7,6.72
10214,1.2,56.0,61.3,6.84,4.21,2,2,5,6.89
898,0.38,60.0,59.9,4.66,2.81,1,6,4,4.72
1966,0.7,63.0,58.2,5.79,3.38,3,4,7,5.82
4821,1.01,61.0,59.1,6.5,3.83,3,1,6,6.46
9714,1.76,55.0,61.2,7.76,4.76,2,6,7,7.79
18757,2.03,55.8,60.0,8.3,4.95,2,4,6,8.17
3732,1.01,55.0,61.6,6.5,3.99,2,7,7,6.45
14256,1.5,60.0,62.1,7.31,4.53,3,2,5,7.27
945,0.4,58.0,62.2,4.71,2.94,1,2,6,4.74
4427,1.0,56.0,62.3,6.33,3.96,2,1,7,6.39
552,0.3,54.0,62.1,4.35,2.69,2,1,6,4.31
814,0.32,56.0,61.2,4.42,2.7,2,5,1,4.4
3064,0.71,59.0,63.3,5.68,3.58,3,2,4,5.64
1939,0.54,56.0,62.0,5.25,3.23,2,2,4,5.17
1978,0.7,58.0,63.3,5.61,3.54,6,3,7,5.57
2435,0.7,56.0,60.2,5.71,3.46,1,5,4,5.78
6887,1.22,59.0,61.8,6.83,4.23,1,3,6,6.86
1169,0.63,59.0,58.9,5.6,3.31,1,2,7,5.64
5132,1.01,59.0,58.2,6.59,3.82,3,2,6,6.54
8416,1.3,55.0,61.6,7.05,4.33,2,4,6,7.01
921,0.39,55.0,62.5,4.63,2.91,2,3,6,4.68
774,0.43,55.0,62.5,4.83,3.01,2,1,6,4.8
1441,0.56,59.0,60.2,5.34,3.22,1,4,6,5.36
1095,0.58,57.0,62.1,5.41,3.34,3,7,6,5.35
15992,1.74,56.0,62.2,7.67,4.79,2,2,6,7.72
1556,0.5,61.0,62.8,4.98,3.15,1,6,2,5.05
1318,0.43,53.0,61.9,4.88,3.02,2,4,1,4.87
6215,1.24,58.0,60.1,7.01,4.22,1,5,6,7.04
5412,1.18,55.6,61.3,6.84,4.18,2,6,6,6.79
2968,0.71,61.0,58.7,5.85,3.44,1,1,5,5.88
1169,0.51,55.0,60.5,5.21,3.14,2,3,7,5.17
6532,1.09,55.9,61.3,6.65,4.06,2,1,6,6.61
487,0.3,56.0,61.2,4.36,2.65,2,4,6,4.33
814,0.3,56.0,61.9,4.33,2.67,2,3,2,4.3
4757,1.08,60.0,60.3,6.62,4.01,2,6,6,6.67
1911,0.58,55.0,61.8,5.39,3.32,2,4,4,5.35
4704,1.5,57.0,66.1,7.04,4.68,5,6,8,7.12
3051,1.02,60.0,63.1,6.4,4.01,6,2,8,6.31
742,0.41,57.0,62.0,4.77,2.95,2,6,5,4.74
2873,0.9,61.0,60.9,6.22,3.8,1,7,6,6.26
1740,0.71,59.0,62.0,5.65,3.52,1,4,7,5.69
6760,1.29,57.0,63.2,6.96,4.38,2,5,6,6.89
526,0.3,55.0,62.7,4.3,2.68,2,5,4,4.25
706,0.35,58.0,62.5,4.51,2.81,3,5,3,4.48
2719,0.7,57.0,60.3,5.8,3.47,2,2,5,5.7
2332,0.7,58.0,62.0,5.7,3.52,2,2,7,5.66
872,0.31,57.0,62.8,4.33,2.73,2,2,5,4.37
6773,1.02,59.0,62.4,6.4,4.01,1,3,5,6.45
1699,0.52,56.0,61.0,5.23,3.17,2,5,4,5.15
3759,0.72,56.0,60.5,5.85,3.53,2,3,4,5.82
1676,0.5,57.0,62.3,5.04,3.15,2,2,5,5.08
12932,1.3,56.0,61.3,7.06,4.32,2,4,1,7.03
15073,2.33,57.0,62.4,8.47,5.31,2,6,5,8.52
429,0.28,56.0,62.4,4.23,2.63,3,5,4,4.2
2167,0.6,67.0,57.9,5.47,3.23,5,4,3,5.66
1901,0.71,56.0,61.3,5.78,3.53,2,7,7,5.73
1912,0.56,60.0,59.9,5.41,3.23,3,4,4,5.37
895,0.3,55.0,63.8,4.28,2.72,6,4,1,4.24
459,0.31,59.0,58.8,4.5,2.63,3,3,6,4.44
10577,1.1,58.0,60.1,6.69,4.04,1,2,3,6.76
2970,0.78,57.0,62.6,5.85,3.68,1,2,5,5.91
3936,0.92,58.0,59.0,6.36,3.74,6,1,7,6.31
12061,1.28,55.0,61.5,7.01,4.3,2,3,4,6.98
3265,0.7,59.0,61.7,5.71,3.51,1,2,2,5.67
2273,0.7,63.0,57.3,5.84,3.33,5,4,5,5.78
2452,0.71,56.0,61.9,5.73,3.56,2,1,7,5.78
505,0.23,60.0,60.6,3.99,2.4,3,2,3,3.93
540,0.32,55.0,63.8,4.34,2.77,6,3,7,4.35
403,0.26,56.0,65.2,4.02,2.61,6,1,5,3.99
891,0.31,55.0,62.2,4.4,2.72,2,4,1,4.35
2495,0.71,57.0,62.5,5.74,3.57,3,6,3,5.68
1601,0.6,57.0,61.4,5.46,3.37,2,2,6,5.52
486,0.32,60.0,62.0,4.43,2.73,3,2,6,4.38
4077,1.12,58.0,61.3,6.68,4.1,1,6,6,6.69
2946,0.72,57.0,62.5,5.73,3.57,2,5,2,5.7
4678,0.9,56.0,61.7,6.21,3.82,3,3,5,6.18
4413,1.03,56.0,63.5,6.33,4.03,3,4,7,6.37
3763,0.78,56.0,61.9,5.94,3.66,2,1,5,5.88
2846,0.77,60.0,61.3,5.81,3.59,1,4,5,5.91
7341,1.33,57.0,62.0,7.08,4.41,1,2,7,7.15
956,0.34,58.0,62.8,4.43,2.79,1,2,5,4.45
3450,1.0,58.0,64.3,6.11,3.95,6,2,7,6.18
15974,2.02,57.0,63.0,8.06,5.06,2,5,7,8.01
4083,1.1,57.0,62.8,6.63,4.14,3,6,7,6.56
16073,1.0,59.0,63.3,6.33,4.02,3,1,1,6.37
5381,1.04,56.0,63.5,6.37,4.06,3,2,6,6.41
1289,0.52,59.0,62.4,5.15,3.18,3,1,7,5.05
2949,0.72,55.0,62.3,5.74,3.57,2,5,4,5.72
8610,1.04,56.0,62.1,6.48,4.04,1,3,3,6.54
10164,1.54,58.0,61.6,7.42,4.56,1,6,4,7.39
6095,1.14,56.0,62.6,6.65,4.17,2,5,5,6.68
807,0.4,60.0,62.4,4.74,2.94,1,5,4,4.69
14775,1.74,57.0,62.4,7.64,4.78,2,3,6,7.68
2504,0.52,57.0,60.3,5.28,3.17,2,3,1,5.23
2755,0.7,59.0,63.1,5.58,3.55,3,1,4,5.67
1985,0.54,54.0,61.5,5.26,3.23,2,4,3,5.24
2683,0.71,58.0,61.0,5.87,3.53,3,1,6,5.71
1400,0.5,58.0,62.3,5.05,3.17,2,5,5,5.12
743,0.33,60.0,60.6,4.41,2.68,1,2,6,4.44
4596,0.9,59.0,62.6,6.15,3.84,3,6,1,6.12
2970,0.7,58.0,63.8,5.61,3.57,6,3,4,5.58
2259,0.83,61.0,63.1,5.92,3.75,3,4,7,5.96
11638,1.5,59.0,61.4,7.24,4.5,1,2,6,7.41
5135,0.9,57.0,61.4,6.24,3.82,3,4,4,6.2
433,0.33,57.0,61.1,4.48,2.73,2,5,7,4.46
776,0.3,52.0,62.1,4.29,2.67,1,5,3,4.31
9526,1.75,58.0,61.5,7.69,4.75,1,5,5,7.75
7289,1.25,58.0,62.3,6.89,4.28,2,2,7,6.86
5670,1.25,56.0,62.7,6.87,4.32,2,5,7,6.92
516,0.31,58.0,62.7,4.33,2.71,1,3,6,4.31
618,0.3,54.6,61.7,4.33,2.67,2,4,4,4.3
15847,2.07,60.0,62.3,8.16,5.07,3,6,6,8.12
4498,1.12,58.0,62.9,6.62,4.14,3,5,7,6.55
765,0.34,57.0,59.6,4.52,2.72,1,2,6,4.61
2367,0.62,59.0,60.3,5.55,3.34,3,5,1,5.52
6522,1.01,58.0,60.4,6.6,3.95,3,2,5,6.47
917,0.32,54.0,62.3,4.4,2.73,2,2,2,4.37
4725,1.17,56.0,61.1,6.86,4.17,2,4,7,6.8
2777,0.7,60.0,61.1,5.64,3.47,1,2,5,5.71
515,0.3,54.0,63.4,4.31,2.72,6,1,6,4.27
720,0.32,56.0,60.2,4.44,2.69,2,5,4,4.49
8403,1.21,54.0,62.9,6.82,4.28,3,3,5,6.78
4258,0.92,59.0,60.9,6.27,3.81,1,2,6,6.25
2593,0.7,61.0,62.3,5.62,3.48,3,3,5,5.55
1928,0.55,54.0,61.8,5.29,3.26,2,1,5,5.26
3325,0.7,55.0,61.8,5.74,3.53,2,5,3,5.69
6239,1.26,55.0,62.0,6.97,4.29,2,5,7,6.9
18077,2.02,53.0,61.7,8.04,4.99,2,4,5,8.14
2326,1.0,58.0,70.2,5.73,4.13,5,4,7,6.0
574,0.3,59.0,61.4,4.26,2.63,1,1,7,4.31
6323,1.31,59.0,61.9,6.98,4.33,1,6,5,7.02
821,0.39,59.0,61.5,4.7,2.88,1,6,2,4.67
6653,1.2,64.0,59.9,6.79,4.08,6,2,6,6.84
7176,1.27,58.0,59.2,7.15,4.21,3,5,5,7.07
905,0.32,55.0,61.5,4.42,2.71,2,4,1,4.4
2423,0.7,59.0,62.2,5.69,3.55,1,3,6,5.73
1631,0.53,55.0,60.6,5.26,3.18,3,3,5,5.23
485,0.24,61.0,58.7,4.07,2.38,3,1,3,4.04
2413,0.6,55.0,61.6,5.47,3.36,2,4,3,5.44
1107,0.41,61.0,59.8,4.79,2.88,1,6,2,4.84
15064,2.2,59.0,61.7,8.34,5.13,1,7,4,8.3
1443,0.51,56.0,63.9,5.07,3.25,6,4,5,5.1
2319,0.71,53.0,62.3,5.82,3.56,2,6,6,5.69
408,0.31,56.0,63.5,4.32,2.73,6,6,6,4.28
3888,1.01,61.0,60.6,6.45,3.89,3,5,7,6.38
723,0.33,59.0,61.1,4.49,2.73,1,2,5,4.45
995,0.38,58.0,58.2,4.81,2.79,3,1,4,4.77
7676,1.32,58.0,60.6,7.06,4.3,1,4,6,7.12
863,0.3,56.0,61.5,4.36,2.67,2,4,1,4.32
6313,1.15,55.0,62.0,6.76,4.18,2,4,6,6.72
9343,1.51,59.0,63.0,7.3,4.59,3,6,4,7.28
473,0.34,57.0,62.7,4.51,2.82,2,4,6,4.48
592,0.29,63.0,60.8,4.31,2.61,3,3,3,4.28
1349,0.54,57.0,63.0,5.18,3.28,1,3,6,5.23
666,0.33,58.0,61.3,4.45,2.72,1,4,4,4.42
16544,2.0,60.0,60.7,8.07,4.88,1,6,5,8.02
16149,2.01,61.0,61.6,7.97,4.94,1,6,5,8.08
3083,0.72,57.0,63.2,5.73,3.61,3,3,4,5.69
738,0.41,55.0,63.3,4.77,3.01,6,1,6,4.74
2927,0.9,60.0,59.5,6.29,3.75,1,5,7,6.32
5880,1.0,55.0,61.6,6.43,3.97,2,2,6,6.45
6754,1.41,56.0,62.7,7.16,4.5,1,7,5,7.2
727,0.34,58.0,59.8,4.53,2.72,1,3,6,4.57
2755,0.7,60.0,62.8,5.65,3.53,3,2,5,5.59
1095,0.39,57.0,62.3,4.7,2.91,2,4,2,4.64
2622,0.7,55.0,62.3,5.65,3.54,2,3,5,5.71
4375,1.04,58.0,62.6,6.49,4.04,3,4,7,6.42
1257,0.38,56.0,61.9,4.63,2.87,1,1,3,4.65
3756,0.91,58.0,63.3,6.06,3.85,3,5,7,6.11
1846,0.5,58.0,60.3,5.18,3.11,1,5,1,5.14
1244,0.52,56.0,63.8,5.12,3.25,6,3,6,5.07
1316,0.55,59.0,61.3,5.28,3.22,1,4,6,5.23
700,0.38,58.0,62.7,4.62,2.89,1,3,6,4.6
1805,1.0,56.0,68.6,6.08,4.22,5,6,8,6.2
800,0.4,58.0,61.5,4.76,2.92,1,2,4,4.73
5579,1.35,63.0,58.6,7.19,4.24,3,6,7,7.28
3625,0.83,57.0,61.8,6.03,3.73,2,2,5,6.04
595,0.25,57.0,62.1,4.04,2.5,2,3,4,4.01
1359,0.53,57.0,61.6,5.23,3.2,3,3,6,5.16
586,0.27,59.0,61.8,4.18,2.57,3,2,3,4.14
789,0.3,56.0,61.3,4.34,2.65,2,4,2,4.3
9234,1.51,59.0,63.9,7.18,4.61,6,6,6,7.26
1945,0.91,57.0,63.1,6.12,3.84,6,7,8,6.06
4573,1.32,57.0,63.5,6.98,4.42,6,7,6,6.95
4284,0.91,58.0,63.2,6.15,3.86,6,4,4,6.07
732,0.31,60.0,60.9,4.38,2.67,1,1,6,4.39
5671,1.0,59.0,59.8,6.51,3.88,3,1,6,6.47
4659,1.04,62.0,58.5,6.64,3.89,1,5,6,6.67
3991,1.0,54.0,64.1,6.33,4.05,3,5,7,6.3
1655,0.53,56.0,61.2,5.25,3.2,2,3,5,5.22
11588,1.44,57.0,61.8,7.09,4.42,1,4,4,7.21
1179,0.42,59.0,59.3,4.92,2.91,1,4,2,4.9
944,0.39,56.0,63.3,4.66,2.94,3,3,3,4.63
2416,0.71,56.0,62.3,5.72,3.55,2,1,7,5.68
13117,2.02,58.0,58.0,8.25,4.81,1,6,7,8.34
12738,1.51,57.0,59.5,7.46,4.47,2,1,6,7.56
15818,2.34,60.0,61.7,8.53,5.28,1,6,6,8.59
828,0.32,58.0,61.4,4.36,2.69,1,4,4,4.4
4336,1.01,57.0,62.4,6.41,3.99,2,6,7,6.37
5421,1.21,55.0,62.3,6.81,4.26,2,7,4,6.86
6806,1.03,63.0,58.8,6.61,3.91,3,4,5,6.7
620,0.27,58.0,61.5,4.23,2.58,3,2,2,4.16
6975,1.01,57.0,63.3,6.36,4.01,3,4,3,6.29
3218,0.52,57.0,62.0,5.17,3.2,2,1,2,5.15
9727,1.51,58.0,58.8,7.61,4.45,3,2,7,7.53
1046,0.31,56.0,63.1,4.33,2.74,3,4,2,4.35
886,0.3,58.0,62.4,4.28,2.66,2,3,1,4.25
2391,0.54,60.0,61.9,5.21,3.24,1,3,1,5.26
2724,0.72,56.0,62.0,5.68,3.55,1,3,5,5.78
11942,1.51,57.0,61.9,7.35,4.57,2,1,6,7.42
814,0.3,64.0,59.8,4.29,2.58,6,2,3,4.34
436,0.31,54.0,62.1,4.39,2.72,2,6,6,4.37
574,0.3,62.0,60.1,4.35,2.62,1,4,6,4.37
12698,1.25,56.0,62.2,6.89,4.3,2,3,2,6.93
1431,0.51,53.0,62.5,5.15,3.21,2,3,5,5.12
2629,0.82,58.0,60.4,6.07,3.68,1,5,7,6.11
10609,1.23,59.0,59.3,7.01,4.15,3,3,4,6.98
2274,0.7,59.0,62.4,5.64,3.49,3,6,4,5.55
515,0.31,59.0,61.2,4.4,2.68,2,5,5,4.36
10494,2.0,56.0,60.3,8.27,4.94,2,3,8,8.16
6541,1.04,56.0,63.2,6.46,4.06,3,4,4,6.39
4281,0.98,56.0,64.4,6.24,4.03,5,4,6,6.33
961,0.42,54.0,62.1,4.84,3.0,2,6,1,4.82
4538,1.0,56.0,63.3,6.36,4.0,3,6,6,6.27
2609,0.74,55.0,60.7,5.88,3.56,2,6,4,5.84
1687,0.51,56.0,60.6,5.17,3.14,2,3,5,5.19
765,0.34,58.0,61.6,4.45,2.76,1,4,5,4.51
816,0.31,60.0,60.5,4.4,2.64,1,4,2,4.33
1600,0.52,58.0,62.2,5.17,3.2,1,3,5,5.12
6867,1.24,54.0,62.3,6.9,4.29,2,5,6,6.88
2447,0.76,63.0,57.7,5.97,3.47,6,4,6,6.05
4492,1.54,60.0,61.7,7.32,4.5,6,7,8,7.26
4754,1.02,58.0,59.2,6.57,3.9,1,5,6,6.6
784,0.41,59.0,61.9,4.69,2.92,1,7,5,4.74
6487,1.03,58.0,60.6,6.55,3.95,3,4,4,6.48
2362,0.7,58.0,61.6,5.72,3.52,3,3,5,5.7
11115,1.13,57.0,61.4,6.74,4.12,2,2,3,6.69
6220,1.02,59.0,62.7,6.44,4.03,1,3,5,6.41
11180,1.5,56.0,62.0,7.29,4.53,2,4,6,7.33
8831,1.71,58.0,62.8,7.55,4.72,6,7,5,7.48
5721,1.32,55.0,61.7,7.03,4.35,2,6,7,7.07
4719,1.06,58.0,62.5,6.41,4.05,1,3,7,6.54
1268,0.51,56.0,63.8,5.07,3.24,6,1,7,5.09
1376,0.5,59.0,60.6,5.12,3.09,3,1,6,5.08
4693,1.01,62.0,61.4,6.45,3.94,3,6,6,6.39
11355,2.0,60.0,61.7,7.9,4.89,1,4,7,7.95
1554,0.5,56.0,61.6,5.13,3.15,2,2,5,5.1
8809,1.09,56.0,61.3,6.66,4.1,2,2,4,6.71
4932,1.03,57.0,63.3,6.39,4.05,3,5,6,6.41
4429,0.91,57.0,60.8,6.29,3.82,2,2,6,6.27
6371,1.25,55.0,61.1,6.99,4.26,2,4,7,6.95
16690,2.18,64.0,60.4,8.47,5.09,6,5,7,8.38
14146,2.36,56.0,61.8,8.53,5.28,2,5,7,8.57
1228,0.41,55.0,64.1,4.71,3.01,6,2,2,4.68
1020,0.32,55.0,62.4,4.4,2.75,2,4,1,4.42
4011,0.92,56.0,62.2,6.24,3.87,2,2,7,6.2
16641,2.05,58.5,61.4,8.16,5.0,3,7,4,8.13
1113,0.57,54.0,62.5,5.34,3.33,2,7,5,5.32
429,0.28,57.0,61.6,4.25,2.61,3,5,5,4.22
1318,0.5,59.0,61.6,5.14,3.16,3,1,6,5.12
4200,1.0,59.0,62.5,6.28,3.96,1,3,7,6.4
2207,0.71,57.0,63.5,5.64,3.59,3,5,6,5.67
4424,0.9,59.0,60.2,6.22,3.76,1,4,5,6.28
716,0.43,57.0,62.5,4.84,3.01,2,5,6,4.79
1413,0.52,55.0,61.2,5.22,3.18,2,4,6,5.17
904,0.38,64.0,62.4,4.61,2.87,6,2,2,4.59
3139,0.72,57.0,62.4,5.76,3.58,2,4,3,5.71
1088,0.48,59.0,65.4,4.88,3.16,6,4,5,4.79
1786,0.9,60.0,67.2,5.88,3.98,5,6,8,5.96
2797,0.8,57.0,61.0,6.01,3.67,1,3,7,6.03
5005,1.0,58.0,62.8,6.39,4.0,3,1,6,6.35
1187,0.41,59.0,61.8,4.78,2.94,1,2,3,4.74
698,0.31,59.0,59.9,4.38,2.63,1,4,5,4.4
2573,0.7,56.0,62.1,5.67,3.51,2,3,6,5.65
3623,1.1,56.9,61.3,6.68,4.08,2,3,8,6.62
1837,0.51,57.0,61.7,5.15,3.16,2,5,2,5.12
833,0.38,58.0,61.0,4.71,2.86,1,4,4,4.67
17955,2.4,58.5,60.6,8.67,5.24,3,6,7,8.59
855,0.4,57.0,61.4,4.68,2.89,1,2,7,4.74
3789,1.0,58.0,62.7,6.36,3.97,3,3,7,6.3
5930,1.15,56.0,61.3,6.76,4.14,2,6,4,6.74
805,0.34,57.0,61.3,4.5,2.75,2,1,5,4.47
2550,0.72,59.0,60.8,5.77,3.55,3,5,5,5.74
373,0.3,53.0,62.6,4.32,2.69,2,7,4,4.28
4047,1.01,62.0,58.3,6.5,3.78,5,4,7,6.46
18678,2.16,59.0,62.4,8.33,5.18,3,3,7,8.28
17017,1.75,58.0,61.4,7.76,4.75,1,3,5,7.72
838,0.41,59.0,63.0,4.76,2.99,3,1,6,4.73
6674,0.8,56.0,60.8,6.05,3.66,2,3,1,5.99
4259,1.17,57.0,62.5,6.71,4.22,1,3,7,6.8
8029,1.01,56.0,60.9,6.55,3.98,2,4,3,6.51
7695,1.51,57.0,62.4,7.29,4.57,1,4,7,7.35
5855,1.01,56.0,62.5,6.41,4.0,2,6,5,6.38
967,0.38,58.0,59.1,4.76,2.8,3,5,2,4.71
6435,1.26,57.0,62.1,6.88,4.29,1,5,6,6.94
3549,1.09,56.0,61.0,6.66,4.05,2,4,8,6.62
4943,1.01,58.0,61.2,6.49,3.95,2,5,6,6.42
2327,0.73,54.0,61.6,5.84,3.59,2,6,5,5.81
1786,0.54,58.0,61.8,5.22,3.25,1,3,5,5.29
687,0.42,61.0,61.6,4.82,2.96,3,4,6,4.79
1985,0.76,59.0,59.0,6.02,3.56,1,5,7,6.05
579,0.33,59.0,61.9,4.46,2.74,1,4,5,4.4
939,0.41,54.0,61.7,4.82,2.96,3,1,5,4.77
471,0.32,57.0,62.1,4.42,2.73,2,6,4,4.37
4540,0.9,56.0,63.7,6.15,3.89,6,4,4,6.07
1268,0.53,56.0,61.0,5.26,3.2,2,5,6,5.23
5208,1.0,61.0,59.3,6.45,3.83,1,5,5,6.47
803,0.36,55.0,61.3,4.61,2.82,2,3,4,4.59
13903,1.52,57.0,59.7,7.48,4.47,2,4,4,7.5
15395,2.01,55.0,63.0,7.97,5.04,2,5,5,8.03
1327,0.54,55.0,61.5,5.28,3.24,2,3,6,5.25
1156,0.5,59.0,59.0,5.18,3.07,1,5,6,5.22
607,0.29,55.0,62.2,4.28,2.65,2,5,1,4.25
2442,0.56,56.0,61.8,5.34,3.28,2,4,1,5.28
802,0.31,56.0,61.8,4.33,2.69,2,3,5,4.37
5920,1.21,59.0,61.7,6.78,4.2,1,2,7,6.83
3828,0.93,57.0,59.5,6.33,3.78,2,3,7,6.37
4475,1.05,59.0,62.6,6.47,4.04,1,3,7,6.43
891,0.41,57.0,62.2,4.77,2.96,2,4,5,4.75
4157,0.9,53.0,62.0,6.23,3.85,2,6,5,6.17
12963,2.01,61.0,60.2,8.16,4.93,1,7,4,8.23
969,0.41,54.0,62.1,4.76,2.97,2,2,6,4.81
8044,1.5,55.0,64.8,7.2,4.68,5,5,4,7.25
2077,0.55,56.0,60.0,5.39,3.21,2,4,2,5.35
882,0.4,57.0,63.7,4.66,2.98,6,2,6,4.69
432,0.24,58.0,61.2,4.01,2.44,1,5,2,3.96
942,0.31,56.0,61.8,4.34,2.69,2,2,4,4.37
2075,0.7,58.0,62.6,5.6,3.52,1,3,7,5.64
530,0.23,57.0,62.7,3.92,2.45,2,3,2,3.9
1053,0.4,56.0,62.3,4.73,2.94,2,2,4,4.71
8110,1.52,59.0,62.4,7.36,4.58,1,7,4,7.31
1238,0.55,54.0,62.4,5.29,3.29,2,7,2,5.25
478,0.24,58.0,62.1,4.03,2.48,3,3,3,3.96
4332,1.19,58.0,61.9,6.77,4.21,1,5,7,6.84
2782,0.72,63.0,60.6,5.76,3.51,3,5,4,5.83
998,0.44,58.0,62.3,4.85,3.03,1,2,6,4.88
2719,0.57,56.2,60.6,5.4,3.26,2,2,3,5.36
974,0.34,53.0,62.2,4.52,2.8,2,4,1,4.49
1653,0.53,55.0,62.8,5.17,3.26,2,2,5,5.21
952,0.39,56.6,61.6,4.71,2.9,2,4,3,4.68
1865,0.47,57.0,62.4,5.0,3.11,2,5,1,4.97
