id,carat,table,depth,y,z,cut,color,clarity,x
6995,1.4,62.0,60.1,7.25,4.33,3,4,5,7.16
6996,0.91,60.0,61.6,6.21,3.82,3,5,5,6.19
6997,0.32,62.0,60.0,4.49,2.68,3,3,4,4.44
6998,0.52,61.0,60.3,5.27,3.16,3,3,6,5.21
6999,1.39,55.0,61.6,7.18,4.41,2,6,7,7.14
7000,1.03,59.0,65.3,6.25,4.1,5,2,7,6.3
7001,0.73,61.0,58.8,5.93,3.47,3,4,6,5.87
7002,0.7,65.0,58.0,5.73,3.39,6,1,5,5.81
7003,0.27,57.0,61.8,4.18,2.57,3,3,5,4.14
7004,1.06,57.0,61.3,6.58,4.03,2,4,5,6.56
7005,0.3,57.0,61.2,4.39,2.66,2,5,2,4.3
7006,0.9,60.0,64.2,6.02,3.87,6,5,6,6.05
7007,0.9,56.0,63.3,6.1,3.87,3,7,5,6.13
7008,1.15,58.0,60.8,6.77,4.11,1,4,2,6.74
7009,1.1,56.7,61.9,6.63,4.09,3,4,5,6.57
7010,0.7,57.0,60.7,5.82,3.52,2,3,6,5.78
7011,0.51,55.0,61.9,5.15,3.18,2,3,5,5.11
7012,1.0,60.0,63.2,6.3,3.97,6,5,7,6.27
7013,0.41,57.0,61.4,4.81,2.94,2,3,3,4.77
7014,0.7,56.0,63.4,5.63,3.56,3,2,4,5.6
7015,1.0,62.0,58.1,6.62,3.83,3,3,4,6.57
7016,0.3,57.0,62.4,4.26,2.65,3,2,5,4.24
7017,0.42,54.0,61.5,4.89,3.0,3,5,6,4.87
7018,0.31,60.0,60.9,4.39,2.67,1,1,6,4.38
7019,0.38,55.0,62.0,4.69,2.9,2,3,7,4.67
7020,0.51,61.0,63.2,5.05,3.2,3,2,6,5.08
7021,0.95,63.0,58.7,6.37,3.76,3,2,7,6.43
7022,0.3,58.0,60.9,4.3,2.64,1,3,6,4.37
7023,1.01,58.0,62.5,6.42,4.0,1,3,4,6.37
7024,0.43,57.0,62.5,4.79,3.01,2,5,6,4.84
7025,0.5,59.0,63.4,5.0,3.18,3,1,7,5.03
7026,1.32,57.0,62.3,6.97,4.37,2,3,5,7.06
7027,0.7,56.0,62.2,5.69,3.55,2,4,6,5.72
7028,0.7,58.0,61.4,5.74,3.51,3,1,7,5.7
7029,0.36,55.0,61.7,4.62,2.84,2,3,1,4.58
7030,1.51,56.0,60.5,7.45,4.5,2,4,3,7.42
7031,0.4,57.0,61.9,4.76,2.94,2,2,6,4.74
7032,0.55,57.0,62.0,5.25,3.27,1,4,4,5.3
7033,0.65,55.0,61.5,5.63,3.45,2,5,6,5.59
7034,1.52,59.0,61.8,7.31,4.54,1,2,5,7.38
7035,1.29,55.0,62.4,6.99,4.34,2,1,4,6.93
7036,0.31,54.0,62.3,4.4,2.73,2,6,2,4.37
7037,0.31,54.0,61.0,4.44,2.69,2,1,5,4.38
7038,0.9,59.0,63.6,6.06,3.87,6,3,5,6.11
7039,1.08,58.0,62.4,6.49,4.07,1,5,5,6.56
7040,1.51,60.0,60.6,7.42,4.49,1,5,2,7.4
7041,1.01,57.0,60.7,6.49,3.95,2,2,6,6.52
7042,1.02,58.0,61.7,6.41,3.97,1,4,7,6.46
7043,0.41,59.0,62.5,4.77,2.97,1,4,4,4.73
7044,1.07,57.0,62.8,6.56,4.09,3,4,3,6.46
7045,0.41,56.0,61.8,4.78,2.96,2,3,5,4.8
7046,0.4,59.0,59.3,4.83,2.85,1,3,5,4.79
7047,1.22,64.0,61.5,6.87,4.25,6,5,7,6.93
7048,1.15,57.0,61.4,6.78,4.14,3,1,5,6.7
7049,1.23,56.0,61.7,6.88,4.26,2,5,5,6.92
7050,0.37,59.0,60.7,4.66,2.82,1,1,3,4.63
7051,1.06,59.0,61.9,6.5,4.03,1,6,6,6.52
7052,1.7,56.0,61.7,7.57,4.7,1,6,7,7.66
7053,0.34,57.0,59.4,4.58,2.71,2,3,6,4.54
7054,1.17,57.0,62.1,6.81,4.21,2,7,6,6.74
7055,0.5,55.0,61.9,5.13,3.16,2,2,4,5.08
7056,0.3,57.0,63.2,4.28,2.69,6,4,3,4.23
7057,1.01,56.0,64.5,6.29,4.04,6,2,6,6.24
7058,1.04,58.0,61.1,6.57,3.99,2,7,3,6.49
7059,1.0,60.0,62.8,6.32,3.98,1,2,5,6.36
7060,0.33,56.0,61.3,4.43,2.73,2,3,5,4.47
7061,1.7,60.0,60.9,7.68,4.69,1,4,5,7.71
7062,0.41,58.0,60.7,4.83,2.92,1,2,4,4.79
7063,0.81,59.0,58.0,6.13,3.57,1,5,5,6.17
7064,1.01,58.0,60.2,6.57,3.94,3,1,3,6.51
7065,1.11,58.0,60.8,6.65,4.06,1,4,5,6.7
7066,0.32,55.0,61.9,4.43,2.73,2,4,4,4.39
7067,0.3,56.0,62.6,4.24,2.67,1,1,6,4.29
7068,0.5,59.0,63.4,5.03,3.18,6,1,7,5.0
7069,0.71,56.0,61.8,5.74,3.54,2,3,2,5.72
7070,1.15,60.0,62.2,6.66,4.15,1,4,7,6.69
7071,0.4,55.0,64.6,4.64,2.99,5,4,5,4.62
7072,0.7,59.0,61.3,5.74,3.5,3,3,6,5.68
7073,0.7,65.0,59.1,5.85,3.43,6,5,5,5.75
7074,1.19,61.0,62.7,6.66,4.2,1,5,6,6.73
7075,1.06,60.1,63.5,6.51,4.11,6,7,5,6.43
7076,0.33,55.0,61.9,4.45,2.76,2,5,3,4.47
7077,0.74,57.0,61.2,5.85,3.56,2,5,3,5.79
7078,1.06,58.0,61.9,6.49,4.04,3,5,4,6.57
7079,0.72,56.0,62.0,5.77,3.57,3,4,5,5.75
7080,0.9,56.0,62.0,6.2,3.83,2,6,7,6.16
7081,1.11,58.0,59.5,6.77,4.07,1,7,6,6.89
7082,1.01,60.0,62.9,6.33,4.01,1,2,4,6.43
7083,1.01,58.0,62.2,6.4,3.99,1,4,6,6.42
7084,0.31,59.0,61.8,4.35,2.68,3,3,2,4.33
7085,0.39,56.0,62.2,4.63,2.9,2,3,4,4.7
7086,0.31,55.0,62.4,4.33,2.71,2,4,4,4.35
7087,0.82,56.0,62.1,6.01,3.72,2,4,3,5.97
7088,0.9,58.0,62.5,6.13,3.82,3,5,4,6.09
7089,0.61,55.0,61.7,5.48,3.37,2,3,3,5.45
7090,0.8,56.0,62.5,5.98,3.73,3,4,3,5.95
7091,0.5,57.0,62.3,5.08,3.16,2,3,3,5.06
7092,1.04,59.0,59.6,6.56,3.92,1,2,6,6.59
7093,1.01,58.0,64.4,6.31,4.04,6,4,5,6.23
7094,1.51,61.0,61.7,7.35,4.52,3,5,6,7.3
7095,0.72,60.0,63.1,5.7,3.58,3,2,6,5.65
7096,0.38,55.0,62.1,4.63,2.89,2,3,4,4.66
7097,2.01,59.0,62.6,8.01,5.02,1,6,5,8.04
7098,0.51,58.0,62.5,5.12,3.18,3,6,6,5.05
7099,2.01,58.0,62.9,8.0,5.05,1,6,7,8.05
7100,0.51,54.0,62.0,5.18,3.2,2,5,1,5.14
7101,1.0,62.0,60.5,6.39,3.88,1,4,3,6.44
7102,0.54,60.0,59.6,5.28,3.14,1,3,7,5.25
7103,0.33,57.0,60.7,4.5,2.72,2,5,5,4.46
7104,1.06,58.0,62.6,6.46,4.06,1,5,7,6.52
7105,0.77,57.0,62.0,5.87,3.63,2,7,6,5.84
7106,0.7,55.0,66.9,5.52,3.72,5,4,8,5.6
7107,1.22,54.0,62.3,6.86,4.26,2,6,4,6.82
7108,0.71,54.0,61.5,5.8,3.55,2,5,3,5.74
7109,0.34,60.0,62.3,4.49,2.79,1,7,5,4.46
7110,1.0,58.0,59.1,6.44,3.83,1,2,6,6.52
7111,1.03,55.0,61.7,6.46,4.01,2,2,7,6.52
7112,0.71,58.0,62.8,5.69,3.59,1,4,5,5.74
7113,1.1,55.4,61.8,6.65,4.1,2,6,5,6.62
7114,0.42,56.0,63.1,4.8,3.02,3,3,6,4.77
7115,1.13,56.0,61.6,6.71,4.13,2,2,3,6.69
7116,0.32,56.0,60.6,4.46,2.69,2,6,5,4.42
7117,0.31,55.0,61.3,4.43,2.7,2,3,1,4.38
7118,0.3,58.0,60.4,4.34,2.64,1,6,4,4.4
7119,1.5,59.0,62.9,7.26,4.58,1,5,3,7.31
7120,0.5,53.0,61.9,5.16,3.18,2,5,4,5.11
7121,0.77,58.0,61.7,5.9,3.63,1,2,6,5.86
7122,0.56,56.0,60.9,5.35,3.25,2,2,6,5.32
7123,1.0,61.0,63.4,6.33,4.0,6,5,7,6.29
7124,1.01,57.0,62.8,6.38,4.0,3,2,7,6.35
7125,1.01,52.0,62.1,6.45,4.02,1,3,3,6.5
7126,0.9,58.0,61.8,6.19,3.83,1,6,6,6.21
7127,0.3,58.0,62.0,4.26,2.65,1,2,5,4.29
7128,0.9,57.0,63.8,6.07,3.89,6,1,6,6.12
7129,0.31,58.0,62.1,4.36,2.69,1,4,4,4.31
7130,0.71,56.0,61.8,5.76,3.54,2,1,6,5.72
7131,1.35,61.0,61.1,7.13,4.35,3,7,6,7.1
7132,0.33,55.0,61.6,4.47,2.75,2,6,1,4.46
7133,1.12,61.0,58.8,6.8,3.98,3,2,6,6.74
7134,0.33,59.0,61.7,4.39,2.72,1,4,3,4.42
7135,1.01,59.0,61.7,6.51,4.0,3,6,4,6.45
7136,0.31,58.0,63.5,4.27,2.72,3,1,6,4.3
7137,1.01,59.0,60.7,6.4,3.87,6,4,6,6.35
7138,1.5,62.0,58.6,7.43,4.36,1,6,6,7.46
7139,0.57,60.0,62.1,5.27,3.29,1,6,7,5.32
7140,2.0,59.0,57.3,8.24,4.73,6,5,5,8.27
7141,0.7,57.0,61.3,5.71,3.51,2,3,6,5.75
7142,0.72,55.0,61.5,5.85,3.56,2,5,4,5.77
7143,0.41,58.0,59.2,4.8,2.85,1,4,5,4.83
7144,1.21,57.0,60.2,6.91,4.18,1,7,5,6.97
7145,1.18,55.0,61.4,6.78,4.18,2,5,6,6.84
7146,2.09,58.0,62.2,8.12,5.06,1,5,5,8.17
7147,0.55,58.0,63.1,5.19,3.26,3,6,7,5.15
7148,1.28,62.0,59.1,7.16,4.2,6,7,4,7.06
7149,0.31,54.0,61.8,4.37,2.69,2,2,5,4.34
7150,1.0,61.0,59.1,6.39,3.79,1,2,7,6.44
7151,1.01,56.0,63.7,6.29,4.03,6,4,4,6.37
7152,0.31,55.0,63.8,4.31,2.76,6,6,6,4.34
7153,0.4,60.0,59.1,4.84,2.85,3,2,5,4.81
7154,0.35,56.0,61.3,4.55,2.78,2,2,2,4.52
7155,0.54,57.0,61.1,5.25,3.2,2,1,5,5.22
7156,0.84,55.0,62.9,6.12,3.8,3,4,7,5.99
7157,1.51,63.0,61.8,7.34,4.52,3,6,4,7.28
7158,0.58,57.0,59.7,5.47,3.25,3,5,6,5.41
7159,0.28,60.0,61.3,4.18,2.57,1,2,2,4.21
7160,0.35,58.0,60.2,4.61,2.79,1,2,3,4.66
7161,0.8,58.0,61.5,5.97,3.66,1,2,6,5.93
7162,0.76,58.0,63.3,5.81,3.67,3,5,6,5.79
7163,1.06,58.0,62.7,6.54,4.08,3,2,1,6.48
7164,0.52,59.0,61.9,5.13,3.16,3,4,6,5.08
7165,0.38,56.0,62.0,4.66,2.88,2,3,5,4.63
7166,0.4,58.0,61.8,4.69,2.91,1,5,2,4.72
7167,0.41,57.0,60.5,4.85,2.92,3,4,4,4.81
7168,0.7,59.0,62.4,5.75,3.55,3,5,6,5.63
7169,1.5,58.0,62.4,7.26,4.54,2,5,7,7.29
7170,0.3,54.0,63.4,4.29,2.7,6,7,6,4.23
7171,0.91,60.0,63.8,6.16,3.88,6,5,6,6.0
7172,0.9,56.0,62.7,6.18,3.86,2,2,5,6.14
7173,1.07,57.0,62.1,6.52,4.07,2,4,6,6.59
7174,2.01,59.0,61.9,7.97,4.98,1,5,7,8.13
7175,0.39,58.0,62.9,4.62,2.92,1,1,3,4.66
7176,0.34,55.0,63.6,4.43,2.81,6,1,5,4.4
7177,0.53,60.0,59.2,5.31,3.16,1,1,4,5.37
7178,0.9,58.0,63.0,6.13,3.87,1,2,5,6.16
7179,1.08,58.0,60.2,6.67,4.0,3,1,4,6.61
7180,0.3,60.0,58.8,4.42,2.59,3,2,7,4.39
7181,0.39,60.0,61.4,4.7,2.89,1,1,5,4.72
7182,0.32,55.3,61.4,4.42,2.7,2,6,4,4.39
7183,1.42,58.0,62.3,7.19,4.47,1,5,6,7.15
7184,1.02,58.0,62.1,6.44,4.02,1,4,5,6.5
7185,0.24,57.0,62.3,3.98,2.47,3,6,2,3.95
7186,0.51,55.0,61.8,5.18,3.19,2,5,2,5.15
7187,0.31,57.0,63.5,4.26,2.71,3,6,4,4.28
7188,0.51,57.0,62.9,5.09,3.21,2,4,3,5.12
7189,0.58,57.0,62.8,5.33,3.33,3,7,5,5.28
7190,0.34,55.0,62.4,4.44,2.78,2,2,4,4.47
7191,0.34,58.0,60.0,4.58,2.74,1,3,7,4.55
7192,1.03,58.0,61.0,6.54,3.98,3,4,6,6.5
7193,1.21,58.0,60.9,6.89,4.18,3,1,7,6.83
7194,1.0,60.0,62.7,6.36,3.97,3,1,4,6.31
7195,2.05,56.0,61.9,8.18,5.05,3,3,7,8.13
7196,1.01,56.0,61.5,6.43,3.97,2,5,4,6.48
7197,0.7,64.0,61.4,5.61,3.48,6,5,3,5.73
7198,0.53,56.0,62.6,5.18,3.23,2,1,5,5.14
7199,0.3,58.0,61.5,4.35,2.66,2,3,3,4.3
7200,0.3,56.0,61.5,4.37,2.67,2,2,4,4.31
7201,0.36,59.0,61.8,4.57,2.82,1,4,6,4.55
7202,0.76,56.0,62.0,5.87,3.63,2,1,4,5.84
7203,0.7,60.0,61.0,5.72,3.5,1,3,6,5.75
7204,0.4,59.0,62.4,4.67,2.92,1,3,4,4.69
7205,0.37,58.0,59.5,4.71,2.79,1,4,4,4.67
7206,0.75,65.0,59.7,5.8,3.48,6,2,5,5.85
7207,1.04,57.0,63.1,6.44,4.05,3,4,4,6.39
7208,1.21,56.0,62.0,6.77,4.23,2,4,5,6.87
7209,0.55,55.0,61.7,5.3,3.27,2,5,2,5.27
7210,0.34,57.0,61.2,4.53,2.78,2,4,6,4.56
7211,1.02,59.0,62.9,6.41,4.01,3,7,7,6.34
7212,1.01,58.0,61.7,6.42,3.98,1,3,5,6.48
7213,1.15,59.0,61.7,6.73,4.14,2,6,5,6.68
7214,1.72,58.0,62.2,7.7,4.77,3,2,6,7.63
7215,0.34,60.0,60.2,4.54,2.72,3,1,6,4.5
7216,1.35,58.0,61.9,7.02,4.36,1,3,5,7.06
7217,0.4,57.0,62.8,4.68,2.95,2,1,5,4.72
7218,0.9,55.0,62.4,6.17,3.84,3,4,7,6.13
7219,1.09,56.0,62.2,6.55,4.09,2,4,6,6.6
7220,0.76,54.0,61.7,5.92,3.64,2,4,5,5.88
7221,0.5,59.0,60.6,5.2,3.12,2,2,5,5.1
7222,1.3,56.0,61.9,7.05,4.34,3,5,4,6.97
7223,1.01,61.0,59.9,6.5,3.88,3,1,7,6.46
7224,1.09,55.0,62.4,6.59,4.14,2,5,6,6.68
7225,1.0,59.0,60.4,6.54,3.94,1,2,4,6.51
7226,0.91,60.0,59.6,6.25,3.74,1,5,5,6.29
7227,0.31,57.0,60.1,4.39,2.63,2,2,6,4.36
7228,1.42,66.0,59.6,7.23,4.33,5,4,5,7.31
7229,0.7,57.0,61.6,5.73,3.52,2,3,4,5.7
7230,0.34,58.0,60.2,4.48,2.71,1,5,6,4.52
7231,0.39,61.0,60.4,4.67,2.83,1,4,5,4.7
7232,0.5,57.0,60.9,5.16,3.14,2,3,5,5.14
7233,0.3,60.0,59.7,4.39,2.61,3,4,6,4.35
7234,0.9,62.0,58.7,6.29,3.7,1,1,5,6.32
7235,0.4,56.0,62.3,4.75,2.95,2,2,5,4.72
7236,1.01,61.0,60.0,6.45,3.86,3,4,1,6.41
7237,1.0,61.0,57.6,6.52,3.77,6,6,6,6.56
7238,0.29,58.0,61.1,4.28,2.61,2,3,3,4.26
7239,0.7,55.0,63.0,5.69,3.57,2,4,3,5.65
7240,2.2,55.0,61.7,8.38,5.18,2,5,5,8.41
7241,1.01,58.0,60.5,6.4,3.89,1,5,5,6.46
7242,0.78,56.0,62.7,5.83,3.67,2,2,6,5.88
7243,1.2,55.0,62.8,6.75,4.25,2,6,4,6.79
7244,1.21,58.0,62.2,6.83,4.24,1,5,1,6.8
7245,1.01,59.0,63.2,6.32,4.01,3,4,6,6.36
7246,1.67,58.0,61.1,7.6,4.67,1,6,4,7.69
7247,0.57,60.0,60.2,5.34,3.22,1,1,6,5.36
7248,0.56,56.0,61.2,5.29,3.25,2,4,5,5.33
7249,0.71,55.1,62.2,5.72,3.55,3,5,7,5.7
7250,0.31,57.0,63.6,4.31,2.73,6,5,6,4.28
7251,0.43,60.0,61.5,4.78,2.96,1,2,6,4.85
7252,0.46,60.0,62.0,4.92,3.04,3,1,7,4.89
7253,1.2,58.0,59.8,6.83,4.11,1,5,7,6.92
7254,0.32,55.0,61.3,4.38,2.71,2,4,2,4.46
7255,1.52,55.0,69.7,6.89,4.81,5,5,8,6.92
7256,0.92,59.0,61.8,6.19,3.8,6,2,7,6.11
7257,0.44,58.0,61.9,4.83,3.0,1,4,6,4.87
7258,0.91,60.0,63.7,6.09,3.9,6,5,6,6.16
7259,0.3,57.0,61.9,4.33,2.67,2,5,2,4.3
7260,0.7,60.0,61.2,5.7,3.5,1,7,5,5.73
7261,1.03,59.0,62.2,6.4,3.99,1,7,7,6.42
7262,3.67,56.0,62.4,9.81,6.13,1,6,8,9.86
7263,0.59,57.0,61.9,5.38,3.34,2,4,5,5.41
7264,0.3,55.0,63.0,4.28,2.7,2,3,5,4.29
7265,0.57,56.0,61.9,5.35,3.3,2,2,6,5.32
7266,0.31,56.0,62.4,4.38,2.72,2,5,3,4.34
7267,0.45,56.0,63.0,4.88,3.08,1,6,2,4.9
7268,0.51,58.0,60.2,5.2,3.14,1,1,7,5.24
7269,1.03,58.0,63.4,6.42,4.05,3,7,4,6.36
7270,0.26,56.0,62.2,4.15,2.57,2,2,3,4.12
7271,1.05,61.0,60.7,6.52,3.97,1,4,7,6.56
7272,0.35,58.0,61.9,4.5,2.8,1,5,3,4.54
7273,1.01,60.0,59.4,6.54,3.87,6,5,6,6.49
7274,1.01,59.0,63.6,6.36,4.03,6,3,5,6.32
7275,1.01,58.0,60.0,6.55,3.92,3,4,6,6.51
7276,1.57,58.0,62.7,7.43,4.65,3,6,4,7.41
7277,0.5,56.0,62.7,5.03,3.17,3,3,3,5.08
7278,0.3,57.0,60.9,4.36,2.65,2,4,4,4.34
7279,1.01,55.0,61.9,6.43,4.01,2,7,7,6.5
7280,0.33,56.0,62.0,4.44,2.76,2,1,6,4.47
7281,0.3,58.0,61.7,4.29,2.64,2,2,5,4.27
7282,1.01,61.0,63.0,6.34,4.0,1,4,3,6.36
7283,1.29,58.0,60.8,7.04,4.27,3,5,4,7.01
7284,0.7,63.0,61.6,5.68,3.47,6,6,6,5.59
7285,1.07,59.0,60.4,6.62,4.01,1,5,6,6.65
7286,0.35,54.0,63.3,4.53,2.86,6,5,6,4.51
7287,1.0,59.0,61.6,6.41,3.94,1,2,6,6.38
7288,0.76,54.0,62.4,5.86,3.65,2,2,6,5.84
7289,0.35,54.0,61.9,4.5,2.8,2,3,5,4.54
7290,1.0,58.0,60.9,6.46,3.93,3,5,6,6.43
7291,0.9,63.0,62.2,6.23,3.85,6,1,7,6.14
7292,0.27,56.0,61.8,4.17,2.57,2,5,5,4.15
7293,1.0,58.0,63.0,6.4,4.01,3,4,5,6.33
7294,1.09,56.0,63.6,6.53,4.16,6,5,6,6.56
7295,1.01,59.0,58.9,6.49,3.84,1,1,7,6.54
7296,1.01,55.0,62.6,6.44,4.02,2,5,6,6.41
7297,0.7,59.0,61.9,5.69,3.53,1,3,6,5.71
7298,0.31,63.0,60.5,4.33,2.63,3,5,5,4.37
7299,0.65,62.0,59.4,5.66,3.38,1,1,4,5.72
7300,1.59,60.0,59.9,7.61,4.55,1,6,5,7.57
7301,0.25,59.0,62.7,4.03,2.52,3,2,3,4.01
7302,1.2,60.0,61.6,6.72,4.16,1,1,5,6.78
7303,0.7,57.0,62.6,5.67,3.54,2,7,5,5.64
7304,0.5,58.0,63.3,5.03,3.17,6,2,6,4.99
7305,0.57,60.0,59.5,5.35,3.21,1,3,5,5.44
7306,0.7,59.0,61.0,5.68,3.49,1,4,4,5.77
7307,0.62,61.0,60.1,5.56,3.33,5,3,1,5.53
7308,1.16,57.0,61.5,6.73,4.16,1,6,6,6.79
7309,0.41,57.0,62.7,4.73,2.98,2,3,5,4.78
7310,1.01,57.0,62.8,6.39,4.0,3,2,6,6.35
7311,0.29,57.0,60.9,4.32,2.62,2,3,2,4.29
7312,1.01,61.0,58.2,6.52,3.78,5,3,7,6.48
7313,1.07,57.7,61.7,6.58,4.05,6,7,5,6.55
7314,1.01,59.0,60.9,6.45,3.92,3,6,5,6.42
7315,1.02,63.0,62.1,6.36,3.99,3,3,6,6.48
7316,1.09,59.0,61.0,6.65,4.04,1,4,5,6.6
7317,1.29,58.0,60.9,7.0,4.28,2,7,5,7.05
7318,1.01,60.0,62.2,6.37,3.97,1,3,5,6.4
7319,1.27,59.0,62.6,6.93,4.31,1,5,5,6.83
7320,0.41,54.0,62.2,4.76,2.97,2,2,3,4.79
7321,0.41,59.0,58.2,4.88,2.85,1,5,4,4.92
7322,0.24,56.0,62.1,4.0,2.47,2,4,2,3.97
7323,0.33,58.0,62.8,4.41,2.76,3,7,4,4.38
7324,2.04,56.0,60.2,8.26,4.95,2,6,6,8.19
7325,0.3,57.0,60.3,4.39,2.64,2,6,5,4.36
7326,0.31,58.0,62.4,4.31,2.7,1,4,4,4.34
7327,0.38,56.0,62.3,4.58,2.87,2,6,6,4.63
7328,0.33,59.0,59.1,4.59,2.7,3,2,6,4.54
7329,0.85,56.0,62.1,6.1,3.77,2,4,6,6.05
7330,0.31,60.0,64.2,4.22,2.73,6,2,1,4.28
7331,0.38,57.0,60.6,4.73,2.86,2,4,5,4.7
7332,2.1,59.0,61.3,8.27,5.05,3,7,5,8.21
7333,1.14,58.0,62.2,6.7,4.15,1,4,6,6.64
7334,0.71,60.0,61.1,5.77,3.51,3,6,5,5.72
7335,0.43,57.0,61.0,4.88,2.97,2,2,2,4.85
7336,1.2,58.0,61.1,6.86,4.18,2,6,5,6.83
7337,0.8,57.0,64.5,5.83,3.77,5,4,8,5.86
7338,1.12,54.0,62.5,6.69,4.17,2,4,4,6.65
7339,1.3,59.0,62.5,6.96,4.34,3,5,5,6.93
7340,0.83,60.0,59.1,6.12,3.62,1,7,7,6.13
7341,1.01,59.0,64.1,6.21,3.99,6,6,6,6.24
7342,0.7,61.0,58.2,5.84,3.39,6,6,6,5.8
7343,0.36,60.0,61.3,4.55,2.8,1,2,5,4.59
7344,0.4,58.0,60.6,4.78,2.87,3,4,2,4.69
7345,1.5,59.0,62.1,7.33,4.53,3,2,7,7.26
7346,1.06,57.0,61.4,6.55,4.01,2,4,3,6.52
7347,1.27,59.0,62.6,6.88,4.32,1,7,4,6.92
7348,0.72,56.0,62.8,5.77,3.61,3,5,4,5.72
7349,0.51,58.0,61.3,5.19,3.17,2,4,7,5.15
7350,1.81,60.0,62.0,7.75,4.82,1,5,7,7.79
7351,0.26,58.0,63.0,4.03,2.53,3,2,3,4.0
7352,1.2,59.0,62.6,6.71,4.21,3,6,6,6.75
7353,1.0,62.0,60.0,6.48,3.88,3,4,7,6.45
7354,1.5,57.0,61.9,7.31,4.55,1,2,5,7.38
7355,1.51,58.0,62.6,7.3,4.56,1,4,6,7.27
7356,0.52,56.0,60.5,5.23,3.17,2,5,7,5.25
7357,0.33,56.0,62.7,4.39,2.77,1,2,6,4.45
7358,0.32,59.0,63.0,4.37,2.74,3,5,6,4.33
7359,1.0,62.0,60.3,6.45,3.88,3,4,3,6.41
7360,0.32,55.0,61.9,4.43,2.73,2,2,6,4.4
7361,2.21,62.0,60.6,8.45,5.1,3,7,7,8.37
7362,0.9,58.0,62.0,6.18,3.82,3,4,6,6.14
7363,0.41,59.0,61.3,4.74,2.92,1,7,4,4.78
7364,1.51,60.0,62.6,7.28,4.54,6,2,5,7.22
7365,1.01,57.0,62.9,6.37,4.0,6,1,6,6.34
7366,1.63,54.0,62.0,7.6,4.73,1,6,6,7.67
7367,1.2,61.0,61.5,6.78,4.19,1,4,6,6.84
7368,0.96,54.0,63.9,6.27,3.99,6,5,4,6.22
7369,0.72,57.0,59.8,5.91,3.52,2,2,6,5.86
7370,0.28,55.0,62.3,4.24,2.63,2,5,4,4.21
7371,1.51,59.0,61.7,7.33,4.51,3,3,4,7.29
7372,0.51,56.0,60.3,5.22,3.14,3,2,7,5.19
7373,0.32,57.0,62.7,4.34,2.73,2,2,7,4.37
7374,1.18,59.0,59.9,6.87,4.11,3,3,6,6.85
7375,2.14,59.0,59.8,8.36,5.01,1,1,7,8.4
7376,0.54,56.0,61.0,5.28,3.21,2,5,6,5.24
7377,0.58,57.0,60.1,5.47,3.27,2,2,4,5.41
7378,1.05,58.0,62.1,6.54,4.05,1,2,5,6.5
7379,2.07,55.0,62.0,8.12,5.07,2,6,7,8.22
7380,1.5,59.0,61.9,7.32,4.51,3,2,6,7.26
7381,1.51,70.0,58.4,7.39,4.36,5,2,6,7.55
7382,0.43,55.0,62.0,4.87,3.01,2,4,6,4.84
7383,0.3,58.0,63.4,4.24,2.68,6,5,6,4.21
7384,0.36,57.0,61.0,4.62,2.81,2,3,5,4.6
7385,1.1,62.0,61.2,6.6,4.05,1,4,5,6.64
7386,1.01,62.0,61.8,6.35,3.9,6,6,7,6.28
7387,0.91,56.0,61.6,6.25,3.83,2,6,5,6.17
7388,0.31,56.0,61.8,4.36,2.68,2,4,3,4.31
7389,1.15,58.0,63.2,6.68,4.21,3,5,7,6.64
7390,0.32,57.0,60.6,4.44,2.68,2,5,6,4.4
7391,0.71,58.0,64.1,5.63,3.6,6,4,6,5.6
7392,0.85,55.0,61.7,6.11,3.76,2,7,5,6.08
7393,1.02,61.0,63.5,6.35,4.01,6,1,6,6.27
7394,1.01,58.0,60.2,6.52,3.94,1,2,5,6.56
7395,1.0,63.0,56.9,6.52,3.69,5,3,6,6.45
7396,1.04,59.0,60.1,6.61,3.96,3,3,5,6.56
7397,1.24,60.0,60.8,6.94,4.21,3,5,6,6.9
7398,1.52,59.0,62.2,7.32,4.57,1,7,4,7.38
7399,0.56,57.0,61.8,5.33,3.28,2,3,7,5.28
7400,1.61,57.0,62.1,7.56,4.67,2,3,5,7.49
7401,1.58,53.0,61.7,7.53,4.65,2,6,2,7.52
7402,0.31,59.0,62.4,4.32,2.7,1,4,4,4.34
7403,0.33,57.0,61.2,4.5,2.74,3,4,2,4.47
7404,0.3,58.0,59.8,4.46,2.64,2,3,1,4.37
7405,0.28,55.0,64.3,4.16,2.67,6,2,4,4.14
7406,0.52,56.0,61.1,5.23,3.18,3,4,6,5.19
7407,0.36,56.0,61.9,4.56,2.83,2,2,5,4.59
7408,1.27,58.0,63.6,6.74,4.31,6,5,7,6.82
7409,0.33,55.0,61.6,4.48,2.75,2,5,4,4.46
7410,1.01,58.0,59.2,6.56,3.89,1,5,6,6.58
7411,0.51,55.0,62.3,5.19,3.21,2,1,5,5.12
7412,2.01,60.0,61.6,8.02,4.93,3,7,6,7.99
7413,1.07,59.0,63.1,6.49,4.08,6,4,6,6.45
7414,0.31,56.0,62.5,4.37,2.72,2,2,1,4.34
7415,2.02,57.0,62.3,8.11,5.04,2,6,6,8.07
7416,0.46,56.0,63.2,4.92,3.1,6,1,5,4.89
7417,0.59,59.0,60.3,5.43,3.27,3,6,5,5.41
